年,月,日,気圧,降水量,平均気温,最高気温,最低気温,平均湿度,最小湿度,平均風速,最大風速（風速）,最大風速（風向）,日照時間
1973,9,29,1018.6,0.0,20.8,26.2,16.4,71.0,48.0,1.5,3.2,南南東,7.2
1973,9,30,1012.4,32.5,17.3,19.2,16.1,92.0,82.0,2.0,5.0,西,0.0
1973,10,1,1013.2,0.0,20.3,28.4,14.6,67.0,32.0,2.2,5.3,北北東,10.9
1973,10,2,1018.3,0.0,19.4,26.7,14.3,70.0,36.0,1.9,3.3,南南東,8.9
1973,10,3,1018.9,0.0,20.7,28.3,13.7,68.0,47.0,1.8,3.3,南東,8.8
1973,10,4,1017.6,0.0,22.6,26.9,19.0,71.0,54.0,1.4,2.7,南南東,1.7
1973,10,5,1016.1,0.0,22.4,26.9,19.0,70.0,56.0,1.6,3.5,西,3.2
1973,10,6,1017.3,7.5,19.0,20.1,18.1,89.0,83.0,1.0,2.7,西,0.0
1973,10,7,1012.9,4.0,20.3,24.2,18.2,91.0,77.0,1.3,2.8,南,0.9
1973,10,8,1014.4,0.0,19.8,22.9,17.3,64.0,42.0,3.2,6.5,北北東,1.4
1973,10,9,1020.2,0.0,19.3,25.4,13.7,51.0,34.0,2.2,6.7,北北東,10.4
1973,10,10,1022.5,0.0,19.8,25.0,13.3,70.0,46.0,1.6,4.2,南南東,6.0
1973,10,11,1022.5,26.5,19.3,20.0,18.5,91.0,80.0,1.4,3.3,東北東,0.0
1973,10,12,1020.6,2.5,21.5,25.1,19.0,88.0,64.0,1.6,2.8,東,0.3
1973,10,13,1009.9,55.0,20.4,22.1,18.4,94.0,70.0,1.2,2.8,西北西,0.0
1973,10,14,1012.4,0.0,17.1,20.4,11.7,54.0,47.0,2.9,6.5,北北西,4.3
1973,10,15,1021.8,0.0,14.5,20.6,8.7,51.0,35.0,2.3,5.5,北東,10.6
1973,10,16,1022.6,4.5,15.5,21.9,8.8,64.0,30.0,1.5,3.0,西,5.5
1973,10,17,1017.2,24.5,17.3,23.7,12.9,78.0,48.0,1.4,3.8,東,4.0
1973,10,18,1017.6,0.0,16.7,24.5,10.8,62.0,25.0,2.0,4.3,北北東,10.1
1973,10,19,1021.2,0.0,16.4,24.4,9.4,60.0,21.0,1.9,4.3,東,10.5
1973,10,20,1020.5,0.0,17.1,22.2,10.1,71.0,50.0,1.6,3.2,西南西,3.7
1973,10,21,1012.3,25.0,17.4,18.4,16.2,91.0,80.0,1.3,3.5,西,0.0
1973,10,22,1012.0,0.0,17.4,24.8,12.3,64.0,25.0,3.1,8.0,西,10.1
1973,10,23,1014.8,0.0,15.5,22.9,9.5,62.0,39.0,2.4,5.8,西南西,8.9
1973,10,24,1016.7,0.0,15.3,21.2,9.4,66.0,39.0,2.0,4.3,西,7.9
1973,10,25,1019.9,0.0,14.3,21.1,8.3,53.0,35.0,2.3,5.2,西南西,10.2
1973,10,26,1024.3,0.0,14.5,20.9,7.7,62.0,31.0,1.9,3.0,南西,6.8
1973,10,27,1020.6,23.0,15.0,18.8,12.3,76.0,54.0,2.0,4.0,西,0.4
1973,10,28,1010.6,5.5,17.1,22.9,12.2,74.0,36.0,2.9,9.2,西,4.8
1973,10,29,1019.6,0.0,15.3,23.8,9.1,68.0,35.0,2.2,4.3,北北東,10.2
1973,10,30,1021.3,0.0,16.1,24.5,8.3,70.0,32.0,2.0,3.3,西,9.1
1973,10,31,1018.6,1.0,18.5,24.8,12.9,77.0,54.0,1.6,3.3,南,7.1
1973,11,1,1014.8,2.5,17.3,20.4,13.6,78.0,55.0,1.6,3.0,西南西,0.0
1973,11,2,1015.6,0.0,16.6,23.7,10.7,65.0,35.0,2.0,4.0,南東,9.1
1973,11,3,1018.8,0.0,15.9,21.0,11.2,58.0,43.0,3.0,8.0,北北東,9.9
1973,11,4,1021.7,0.0,15.3,22.4,8.7,68.0,38.0,1.8,3.7,南東,9.3
1973,11,5,1018.3,0.0,15.8,21.3,11.1,71.0,49.0,1.5,2.7,南東,3.5
1973,11,6,1013.3,0.0,15.8,22.0,12.1,57.0,29.0,2.5,7.5,西南西,7.4
1973,11,7,1019.5,0.0,13.1,18.5,8.5,49.0,30.0,2.4,5.7,北北東,9.2
1973,11,8,1022.7,0.0,12.5,17.3,6.8,72.0,57.0,1.5,2.8,西北西,3.2
1973,11,9,1015.2,89.0,15.6,17.6,12.9,94.0,85.0,2.0,5.7,東,0.0
1973,11,10,1011.1,5.0,17.8,23.3,13.0,64.0,25.0,3.0,6.0,西南西,7.4
1973,11,11,1018.6,0.0,11.5,16.3,7.5,68.0,47.0,2.2,6.0,西北西,4.2
1973,11,12,1021.1,0.0,11.3,16.7,7.8,68.0,46.0,1.3,2.7,西,3.0
1973,11,13,1023.6,0.0,10.7,17.8,5.1,65.0,38.0,1.9,3.3,南,9.7
1973,11,14,1023.6,0.0,10.6,18.7,4.3,63.0,26.0,2.1,6.0,西,9.0
1973,11,15,1021.5,0.0,11.3,17.8,5.1,71.0,44.0,1.6,3.3,南,6.9
1973,11,16,1015.9,0.0,12.5,20.8,6.6,67.0,29.0,2.1,5.5,西,9.4
1973,11,17,1013.3,0.0,11.2,17.0,6.2,54.0,26.0,3.2,8.2,西,9.3
1973,11,18,1015.6,0.0,8.9,13.8,4.2,47.0,24.0,2.7,7.0,西,9.5
1973,11,19,1013.5,0.5,7.2,12.9,4.2,77.0,42.0,2.4,9.3,西南西,6.3
1973,11,20,1018.9,0.0,6.4,12.7,1.6,59.0,33.0,1.7,4.0,南南東,9.5
1973,11,21,1015.7,0.0,7.7,16.4,2.4,64.0,39.0,2.8,7.7,西,5.9
1973,11,22,1020.1,0.0,6.9,13.1,0.8,54.0,33.0,2.4,5.5,北北東,9.3
1973,11,23,1025.2,0.0,7.3,15.4,0.8,65.0,29.0,2.0,3.5,南東,9.4
1973,11,24,1024.0,0.0,9.7,18.8,2.0,71.0,42.0,2.0,3.7,西,7.6
1973,11,25,1020.0,0.0,8.9,16.0,4.1,66.0,32.0,2.3,6.7,西北西,7.6
1973,11,26,1022.2,0.0,7.7,14.1,0.8,68.0,42.0,1.6,2.8,西北西,8.9
1973,11,27,1015.4,0.0,12.4,20.1,6.2,67.0,44.0,2.1,5.5,西,5.3
1973,11,28,1020.3,0.0,10.1,13.7,5.9,46.0,34.0,2.8,6.3,北北東,8.0
1973,11,29,1022.0,0.0,8.4,16.5,1.8,69.0,37.0,1.6,3.7,南,9.3
1973,11,30,1016.1,0.0,9.1,16.3,2.6,67.0,42.0,2.1,5.5,西,6.4
1973,12,1,1018.5,0.0,8.2,13.4,3.0,54.0,31.0,2.0,4.3,北北東,8.9
1973,12,2,1014.7,0.0,8.0,16.0,2.2,69.0,46.0,1.9,4.2,西南西,6.5
1973,12,3,1014.0,0.0,7.8,15.7,3.1,64.0,28.0,2.9,9.2,西,6.6
1973,12,4,1018.9,0.0,4.1,10.6,-0.9,59.0,31.0,2.1,7.3,西北西,4.0
1973,12,5,1022.2,0.0,3.8,10.3,-2.5,60.0,37.0,1.5,3.8,西,9.2
1973,12,6,1015.6,0.0,6.9,12.2,2.3,59.0,32.0,2.3,7.5,西南西,4.6
1973,12,7,1019.0,0.0,3.7,9.1,-0.2,54.0,28.0,2.8,7.0,西南西,8.9
1973,12,8,1023.9,0.0,3.2,9.6,-1.9,68.0,40.0,1.4,4.2,西南西,6.1
1973,12,9,1021.8,0.0,4.3,12.0,-1.1,64.0,31.0,1.6,3.7,西南西,9.0
1973,12,10,1018.2,0.0,5.8,13.7,-1.2,62.0,32.0,1.7,6.2,西南西,8.9
1973,12,11,1020.2,0.0,6.7,13.0,1.9,61.0,45.0,2.0,3.3,西南西,9.1
1973,12,12,1018.4,0.0,7.1,15.8,2.0,61.0,23.0,2.1,6.8,西北西,8.7
1973,12,13,1022.1,0.0,6.6,13.7,1.6,59.0,31.0,2.0,4.7,北北東,7.6
1973,12,14,1022.6,0.0,5.6,13.4,-0.7,66.0,34.0,1.5,3.0,南南東,9.1
1973,12,15,1016.1,0.0,6.3,11.9,0.4,66.0,36.0,1.2,2.5,西,0.6
1973,12,16,1009.7,0.0,7.0,13.0,1.8,57.0,28.0,2.5,7.3,西,8.3
1973,12,17,1016.9,0.0,5.2,11.0,1.1,62.0,34.0,1.6,5.8,西南西,6.2
1973,12,18,1019.3,0.0,4.5,12.2,-1.6,64.0,38.0,2.4,7.7,西,8.5
1973,12,19,1021.5,0.0,5.7,11.7,0.2,66.0,41.0,1.7,4.0,東北東,9.0
1973,12,20,1023.7,0.0,6.0,13.8,-0.4,63.0,31.0,1.6,3.2,西,8.5
1973,12,21,1015.8,0.0,8.9,13.8,3.3,71.0,40.0,2.3,7.5,西,2.1
1973,12,22,1014.3,0.0,3.3,9.4,-1.0,42.0,24.0,3.7,8.0,西,9.2
1973,12,23,1012.8,0.0,4.3,10.2,-1.4,64.0,49.0,1.7,4.7,西,5.0
1973,12,24,1016.3,0.0,1.6,5.3,-1.2,54.0,27.0,3.5,7.5,西,9.1
1973,12,25,1023.2,0.0,2.5,9.3,-2.7,62.0,31.0,2.0,5.0,北東,8.5
1973,12,26,1027.7,0.0,4.2,12.0,-1.3,63.0,34.0,1.8,4.0,東,8.7
1973,12,27,1027.0,0.0,5.9,13.2,-1.0,74.0,49.0,1.8,3.5,南,8.6
1973,12,28,1017.6,0.0,6.0,13.8,2.5,70.0,33.0,3.5,9.8,西,7.7
1973,12,29,1021.0,0.0,3.6,9.7,-0.9,60.0,34.0,2.0,4.3,西北西,8.4
1973,12,30,1020.4,0.0,3.8,10.2,-1.9,65.0,35.0,2.8,7.5,西南西,8.8
1973,12,31,1017.1,0.0,5.1,10.5,-0.2,66.0,36.0,2.2,6.7,西,7.4
1974,1,1,1016.9,0.0,5.1,12.5,-0.7,64.0,35.0,1.3,3.8,西南西,8.7
1974,1,2,1017.9,0.0,5.6,13.4,-0.2,65.0,32.0,2.0,4.0,東南東,9.0
1974,1,3,1018.7,0.0,7.3,15.7,0.3,63.0,29.0,2.1,3.5,西南西,9.2
1974,1,4,1017.2,0.0,7.6,15.0,2.8,63.0,47.0,1.8,4.2,南,6.7
1974,1,5,1017.1,0.0,7.6,13.5,0.8,56.0,33.0,2.3,5.8,北北東,7.4
1974,1,6,1022.7,0.0,5.7,11.1,0.6,42.0,29.0,2.2,5.0,北北東,9.1
1974,1,7,1022.1,0.0,4.9,12.9,-0.5,52.0,24.0,2.2,6.3,北北東,9.2
1974,1,8,1020.3,0.0,5.2,12.6,-1.8,63.0,32.0,1.6,3.3,南南東,8.9
1974,1,9,1018.6,0.0,5.9,9.7,2.1,48.0,31.0,2.7,6.5,北北東,7.8
1974,1,10,1016.9,0.0,4.7,9.9,-1.0,45.0,30.0,2.1,6.0,北東,9.1
1974,1,11,1014.7,0.0,3.2,8.6,-0.6,48.0,29.0,2.1,6.3,北北東,8.8
1974,1,12,1017.3,0.0,3.4,9.2,-2.7,58.0,28.0,2.7,5.5,北北東,9.5
1974,1,13,1018.9,0.0,4.4,10.2,-0.5,52.0,25.0,2.1,5.8,北西,9.3
1974,1,14,1020.0,0.0,5.4,11.1,0.5,38.0,20.0,2.2,5.5,北西,9.2
1974,1,15,1019.3,0.0,4.5,12.6,-2.0,58.0,25.0,1.7,4.0,南東,9.1
1974,1,16,1017.5,0.0,5.1,13.1,-1.3,55.0,21.0,1.9,5.5,北,9.1
1974,1,17,1018.9,0.0,3.3,9.0,-1.0,57.0,36.0,1.2,3.0,西,3.0
1974,1,18,1018.5,0.0,3.7,10.4,-1.6,52.0,28.0,2.0,4.7,北北西,9.0
1974,1,19,1022.4,0.0,3.4,10.6,-3.2,49.0,21.0,2.5,7.2,西,9.3
1974,1,20,1026.1,0.0,4.9,11.2,-2.6,53.0,31.0,1.7,3.7,南南東,7.2
1974,1,21,1010.6,87.5,8.7,15.0,4.1,81.0,49.0,2.8,8.2,北西,1.8
1974,1,22,1012.8,0.0,8.8,13.6,3.3,59.0,37.0,1.7,3.8,西,7.5
1974,1,23,1013.5,0.0,5.4,13.1,1.0,62.0,30.0,1.4,4.5,西,4.9
1974,1,24,1018.0,0.0,3.5,7.5,-1.0,46.0,30.0,2.7,5.2,北西,8.3
1974,1,25,1021.6,0.0,2.4,8.2,-3.1,55.0,28.0,1.8,5.0,北北西,9.1
1974,1,26,1021.2,0.0,2.0,7.6,-2.1,58.0,32.0,1.5,3.7,北東,7.8
1974,1,27,1019.9,0.0,3.2,10.2,-3.2,59.0,24.0,1.8,3.8,東南東,9.4
1974,1,28,1022.1,0.0,3.2,9.2,-1.9,49.0,27.0,2.4,7.2,北北東,9.5
1974,1,29,1023.8,0.0,3.1,7.2,-2.0,44.0,27.0,2.8,6.7,北北東,6.4
1974,1,30,1021.8,0.0,4.7,9.3,2.0,40.0,31.0,2.1,6.3,北北東,4.6
1974,1,31,1023.3,0.0,5.1,11.2,-0.1,43.0,30.0,2.2,6.0,北,8.2
1974,2,1,1022.6,0.0,6.0,13.8,-1.2,47.0,22.0,1.7,4.8,東,9.4
1974,2,2,1023.8,0.0,5.9,9.6,3.1,41.0,25.0,2.3,5.0,北北西,5.5
1974,2,3,1026.7,0.0,5.4,11.9,1.5,43.0,25.0,2.0,4.3,北北東,9.7
1974,2,4,1026.3,0.0,5.8,9.3,0.6,70.0,61.0,1.7,2.8,西南西,0.0
1974,2,5,1012.7,24.5,9.6,12.7,7.0,96.0,59.0,1.6,4.0,北東,0.0
1974,2,6,1011.7,0.0,8.0,9.7,7.3,50.0,43.0,3.7,8.2,北,0.0
1974,2,7,1010.3,24.5,6.4,8.3,4.0,86.0,56.0,1.6,4.5,西南西,0.0
1974,2,8,1009.5,1.0,4.4,9.0,0.7,74.0,45.0,2.5,8.2,西,5.3
1974,2,9,1018.0,0.0,3.1,7.5,0.0,58.0,31.0,2.2,6.0,北北西,9.4
1974,2,10,1019.1,0.0,2.7,8.9,-1.3,58.0,27.0,2.2,6.2,西,7.7
1974,2,11,1018.8,0.0,1.5,7.2,-3.1,54.0,22.0,2.7,8.2,西北西,9.4
1974,2,12,1022.8,0.0,1.6,8.4,-4.8,50.0,20.0,1.7,6.3,西南西,10.0
1974,2,13,1025.1,0.0,3.9,10.9,-1.2,50.0,24.0,1.8,5.0,北,9.5
1974,2,14,1027.9,0.0,5.0,12.9,-2.6,57.0,29.0,1.9,3.5,南南東,9.5
1974,2,15,1021.8,10.5,5.3,7.7,1.4,85.0,66.0,2.1,3.0,西,0.0
1974,2,16,1015.9,0.0,9.2,17.7,2.0,77.0,31.0,1.5,3.8,南東,9.8
1974,2,17,1015.5,0.0,7.7,11.9,3.6,80.0,53.0,1.8,2.7,西北西,0.0
1974,2,18,1019.2,0.0,9.4,18.5,2.4,60.0,17.0,2.0,5.7,北北東,10.0
1974,2,19,1019.8,26.5,10.0,15.6,2.1,72.0,52.0,2.0,3.3,南南東,1.4
1974,2,20,1009.7,7.0,12.3,18.7,7.8,71.0,43.0,2.8,6.2,北西,7.0
1974,2,21,1015.7,0.0,8.6,14.2,2.2,58.0,28.0,1.6,4.2,南南東,9.9
1974,2,22,1014.8,0.0,12.5,17.5,5.2,72.0,52.0,1.7,3.8,南南東,7.3
1974,2,23,1011.0,0.0,11.2,15.0,6.8,73.0,56.0,1.4,4.7,北北西,0.0
1974,2,24,1012.9,4.0,5.7,10.9,3.4,81.0,39.0,1.5,4.8,北北西,1.9
1974,2,25,1011.7,0.0,4.7,10.1,-0.4,57.0,29.0,2.8,7.5,西,4.9
1974,2,26,1017.3,0.0,2.4,7.0,-1.1,52.0,27.0,2.4,5.7,西,10.4
1974,2,27,1022.3,0.0,2.1,7.7,-3.6,52.0,32.0,1.6,3.8,東,9.1
1974,2,28,1027.6,0.0,4.7,11.0,-2.2,52.0,26.0,2.2,5.7,東北東,8.7
1974,3,1,1026.4,0.0,6.3,12.7,-0.4,67.0,35.0,1.6,3.7,南東,4.7
1974,3,2,1026.0,0.0,8.1,14.8,1.0,45.0,16.0,2.9,7.3,北北東,10.5
1974,3,3,1026.9,0.0,8.3,14.7,0.5,65.0,41.0,1.8,4.5,南東,5.9
1974,3,4,1021.3,2.5,12.4,19.1,8.9,86.0,61.0,1.6,3.5,南東,3.9
1974,3,5,1019.6,0.0,14.5,18.5,10.4,88.0,67.0,1.3,2.7,南南東,0.6
1974,3,6,1015.4,1.5,16.2,17.9,14.1,94.0,82.0,1.3,2.7,北東,0.0
1974,3,7,1008.8,9.0,15.3,20.8,9.5,72.0,54.0,2.8,5.8,北北西,0.5
1974,3,8,1020.8,0.0,11.1,16.7,7.0,42.0,23.0,2.7,6.7,東北東,10.8
1974,3,9,1019.4,26.0,9.4,13.2,4.9,79.0,59.0,1.6,3.8,西南西,0.7
1974,3,10,1009.7,7.5,11.5,15.4,7.6,60.0,34.0,3.2,6.5,北西,9.6
1974,3,11,1015.0,0.0,7.1,12.1,2.0,47.0,21.0,2.3,7.2,西北西,7.5
1974,3,12,1019.6,0.0,3.4,9.1,-0.2,48.0,22.0,3.5,9.2,西,10.4
1974,3,13,1025.7,0.0,3.7,11.1,-2.9,47.0,24.0,1.6,5.2,北北西,10.9
1974,3,14,1025.7,0.0,6.4,12.8,-1.1,54.0,21.0,1.5,4.0,南,10.2
1974,3,15,1023.3,0.0,9.6,15.8,1.7,52.0,17.0,1.9,3.5,南,10.5
1974,3,16,1013.6,9.5,10.3,15.4,7.1,77.0,43.0,2.0,3.5,北,2.2
1974,3,17,1014.8,0.0,9.7,15.2,4.6,42.0,26.0,2.4,7.0,東北東,7.9
1974,3,18,1014.2,0.0,9.7,15.4,3.2,45.0,16.0,3.1,9.2,西,11.1
1974,3,19,1017.3,0.0,7.7,13.8,2.1,43.0,22.0,2.9,6.8,北北西,11.1
1974,3,20,1021.6,0.0,7.8,13.0,1.9,47.0,23.0,2.1,4.7,北北東,9.8
1974,3,21,1014.4,0.0,11.0,17.1,3.4,64.0,31.0,2.0,6.5,西,8.3
1974,3,22,1014.1,0.0,8.2,13.0,2.4,35.0,22.0,5.2,10.3,西,10.5
1974,3,23,1018.7,0.0,6.1,12.5,-0.2,44.0,22.0,3.0,8.7,西南西,10.6
1974,3,24,1020.4,0.0,7.4,13.1,-0.2,48.0,35.0,1.8,4.2,南,10.2
1974,3,25,1020.9,1.5,7.0,9.4,6.0,78.0,45.0,1.4,3.0,東,0.0
1974,3,26,1017.6,7.5,7.6,9.2,5.9,86.0,69.0,1.6,3.2,西南西,0.0
1974,3,27,1011.4,4.5,8.0,11.9,5.2,72.0,42.0,2.2,6.3,北北西,1.4
1974,3,28,1018.4,0.0,8.1,15.3,1.6,58.0,33.0,1.8,4.2,南南東,10.9
1974,3,29,1022.6,0.0,10.4,16.8,2.3,60.0,34.0,1.9,4.3,南南東,10.6
1974,3,30,1020.3,8.5,13.3,18.5,7.9,73.0,50.0,1.7,3.3,西南西,2.8
1974,3,31,1010.2,13.5,14.7,17.5,12.6,89.0,69.0,1.2,3.2,東,0.3
1974,4,1,1006.9,0.0,12.5,16.8,8.6,49.0,21.0,4.8,9.3,西,10.6
1974,4,2,1014.7,0.0,8.6,13.9,3.5,42.0,22.0,3.6,8.2,西,10.5
1974,4,3,1021.7,0.0,9.5,16.6,0.2,55.0,29.0,1.8,4.5,東南東,11.7
1974,4,4,1018.7,0.0,12.9,18.0,6.2,68.0,53.0,2.0,4.0,南南西,4.8
1974,4,5,1012.8,0.0,17.2,25.7,11.8,67.0,26.0,2.4,5.7,西,10.6
1974,4,6,1017.6,0.0,15.7,21.5,9.3,67.0,43.0,1.9,4.7,南,9.5
1974,4,7,1012.3,63.5,18.4,20.4,15.3,86.0,74.0,1.7,4.0,南,1.1
1974,4,8,1007.8,49.0,18.8,20.1,18.4,98.0,93.0,2.0,3.5,東,0.0
1974,4,9,1008.5,0.0,17.3,18.9,15.2,87.0,74.0,2.0,4.8,東,0.0
1974,4,10,1010.3,0.0,16.3,22.6,11.9,62.0,27.0,1.6,4.0,南,10.0
1974,4,11,1015.3,0.0,14.1,20.8,7.1,51.0,27.0,2.3,5.0,南南東,12.1
1974,4,12,1020.1,0.0,15.7,23.3,8.0,59.0,27.0,2.2,5.2,東南東,11.6
1974,4,13,1020.3,0.0,17.3,22.4,9.9,65.0,43.0,2.2,3.7,南南東,10.2
1974,4,14,1011.5,12.0,16.9,19.7,12.8,87.0,72.0,1.0,2.7,北東,0.0
1974,4,15,1011.5,7.5,16.2,20.5,11.1,75.0,56.0,1.9,4.0,南南東,7.0
1974,4,16,1008.0,3.0,17.7,23.5,13.9,80.0,39.0,2.2,4.8,東,8.8
1974,4,17,1015.8,0.0,16.2,21.2,9.8,63.0,38.0,2.1,5.0,南南東,10.8
1974,4,18,1015.5,0.0,18.0,23.7,13.0,69.0,46.0,2.1,4.7,南,5.7
1974,4,19,1015.4,0.0,17.6,23.3,12.4,66.0,39.0,1.9,5.0,南,7.4
1974,4,20,1017.3,2.0,16.9,19.5,13.5,80.0,52.0,1.3,5.8,東南東,0.0
1974,4,21,1005.8,95.5,18.1,22.7,11.5,85.0,49.0,4.5,8.7,西南西,1.9
1974,4,22,1012.9,0.0,14.7,19.5,10.1,61.0,30.0,1.5,3.3,西,2.1
1974,4,23,1017.4,0.0,16.0,20.9,11.6,61.0,39.0,1.7,3.8,南南東,9.4
1974,4,24,1019.9,0.5,17.1,23.0,10.1,63.0,33.0,2.1,4.2,南南東,11.4
1974,4,25,1014.9,5.0,18.7,22.9,15.2,90.0,72.0,1.8,4.2,南東,1.3
1974,4,26,1008.8,0.0,16.8,22.1,12.6,52.0,25.0,4.2,9.5,西,11.9
1974,4,27,1011.7,0.0,15.3,21.6,8.7,58.0,40.0,2.1,4.8,南東,11.8
1974,4,28,1007.5,34.0,14.5,18.4,10.8,83.0,54.0,2.0,5.7,西南西,0.1
1974,4,29,1009.4,0.0,15.9,21.2,10.5,51.0,28.0,2.5,6.0,西,12.3
1974,4,30,1011.9,0.0,16.2,21.3,9.0,63.0,46.0,2.1,3.7,南東,10.7
1974,5,1,1008.9,0.0,18.4,23.6,14.7,61.0,39.0,1.9,3.3,北北西,4.6
1974,5,2,1012.9,0.0,16.4,23.2,10.3,44.0,20.0,2.2,5.5,南,12.3
1974,5,3,1016.1,0.0,16.0,22.7,9.6,63.0,37.0,2.2,4.5,南東,12.2
1974,5,4,1013.2,0.0,17.7,22.6,11.2,70.0,55.0,2.0,4.8,南南東,8.3
1974,5,5,1008.5,0.0,19.1,24.1,14.8,68.0,43.0,2.0,3.7,東北東,3.4
1974,5,6,1015.7,0.0,17.1,22.2,12.5,36.0,23.0,2.3,5.2,南,9.1
1974,5,7,1020.2,0.0,17.0,21.9,11.7,65.0,49.0,2.2,4.7,南東,2.3
1974,5,8,1017.8,0.0,18.9,22.6,14.2,66.0,44.0,2.6,5.5,南南東,6.5
1974,5,9,1005.2,29.0,18.7,23.8,16.4,93.0,68.0,1.4,3.2,東,2.3
1974,5,10,1011.6,0.0,19.7,27.1,13.3,45.0,17.0,2.3,5.7,北北東,12.8
1974,5,11,1021.6,0.0,18.0,23.2,12.9,53.0,40.0,2.0,4.0,南南東,4.8
1974,5,12,1026.5,0.0,19.7,24.4,15.9,63.0,48.0,2.1,4.0,南南東,3.7
1974,5,13,1027.7,5.0,18.1,21.6,14.8,75.0,56.0,2.0,5.2,東南東,2.1
1974,5,14,1020.3,46.0,19.3,21.5,16.4,84.0,66.0,2.3,4.7,南南東,0.5
1974,5,15,1013.5,61.0,21.5,25.0,17.6,84.0,64.0,2.0,6.0,南南東,4.7
1974,5,16,1018.0,0.0,19.3,25.1,14.5,61.0,34.0,1.6,4.3,南南東,9.5
1974,5,17,1018.4,0.0,20.4,26.1,13.2,67.0,39.0,2.1,4.8,南南東,11.9
1974,5,18,1018.0,2.0,20.9,24.4,16.2,75.0,52.0,1.8,3.5,南南東,6.9
1974,5,19,1019.1,32.5,21.4,24.4,19.8,90.0,70.0,1.9,4.7,東南東,0.2
1974,5,20,1016.0,15.0,21.6,23.8,20.1,89.0,77.0,3.0,6.0,南,0.3
1974,5,21,1008.4,11.0,22.2,25.1,20.5,93.0,78.0,1.6,2.8,東,0.0
1974,5,22,1004.9,5.0,20.9,24.9,19.0,84.0,63.0,1.3,3.8,南,1.2
1974,5,23,1004.4,0.5,21.9,27.4,18.2,78.0,46.0,1.7,4.3,東南東,8.4
1974,5,24,1006.9,0.0,21.9,29.7,15.7,49.0,16.0,2.4,7.0,西南西,12.9
1974,5,25,1013.0,0.0,19.5,25.5,11.5,50.0,24.0,2.2,4.8,南南東,12.8
1974,5,26,1010.1,12.0,20.0,25.6,15.5,75.0,51.0,2.1,4.3,南南東,8.4
1974,5,27,1008.9,0.0,20.7,26.8,14.7,66.0,40.0,2.3,4.8,南南西,12.1
1974,5,28,1012.2,0.0,20.7,25.7,14.6,68.0,50.0,2.2,4.2,南南東,12.6
1974,5,29,1014.4,0.0,22.3,26.8,15.8,72.0,53.0,2.1,3.8,南南東,10.0
1974,5,30,1008.2,1.0,21.2,25.1,18.6,79.0,53.0,2.5,6.8,東南東,0.7
1974,5,31,997.7,1.0,21.3,25.3,18.4,87.0,74.0,2.4,5.0,西南西,0.5
1974,6,1,1001.0,0.0,21.7,27.4,15.7,66.0,39.0,2.0,4.0,南東,11.4
1974,6,2,1003.0,0.0,22.8,28.9,16.9,62.0,31.0,2.3,4.8,南南東,11.2
1974,6,3,1005.0,0.0,22.4,27.8,16.3,71.0,52.0,2.1,4.5,南南東,11.7
1974,6,4,1005.6,36.0,21.1,23.2,18.7,86.0,73.0,2.0,5.5,東南東,0.5
1974,6,5,1003.7,2.5,21.2,25.8,16.7,79.0,58.0,2.2,6.8,北北西,10.2
1974,6,6,1007.0,0.0,20.1,25.5,15.8,66.0,40.0,2.1,4.7,東南東,8.4
1974,6,7,1011.2,0.0,20.1,26.1,13.8,67.0,42.0,2.0,4.7,南,11.6
1974,6,8,1010.2,0.0,22.1,28.5,17.4,68.0,45.0,2.0,4.8,南南東,9.9
1974,6,9,1012.1,0.0,22.2,27.2,16.1,67.0,50.0,2.1,4.2,南南東,11.8
1974,6,10,1011.5,4.5,22.2,26.4,18.1,76.0,58.0,1.9,3.3,南南東,6.3
1974,6,11,1007.0,38.5,20.9,24.8,17.9,87.0,70.0,1.6,4.2,西南西,0.2
1974,6,12,1009.7,0.0,22.7,28.1,18.5,73.0,51.0,2.0,4.2,南南東,7.9
1974,6,13,1010.2,1.0,23.0,28.5,19.4,75.0,53.0,2.0,4.5,南南東,5.5
1974,6,14,1008.7,2.0,21.6,25.4,19.2,83.0,62.0,1.4,3.7,南,2.0
1974,6,15,1010.0,0.0,22.3,27.2,16.5,72.0,55.0,2.1,4.2,南南東,12.8
1974,6,16,1010.6,0.0,22.9,28.3,16.5,71.0,47.0,1.9,4.3,南南東,12.0
1974,6,17,1007.0,143.5,22.1,24.9,18.9,87.0,66.0,1.8,8.7,南西,1.4
1974,6,18,1001.4,3.5,24.4,26.8,22.8,88.0,77.0,1.9,4.5,南南西,0.3
1974,6,19,1001.5,0.0,24.9,30.0,20.5,73.0,53.0,2.0,5.2,南南東,9.4
1974,6,20,1003.4,0.0,24.2,28.3,19.4,79.0,55.0,1.9,4.0,南東,10.0
1974,6,21,1000.5,61.5,23.0,24.5,21.0,92.0,67.0,1.6,4.0,南南西,0.0
1974,6,22,1003.5,0.0,23.2,27.2,19.1,74.0,58.0,1.6,4.3,東,7.0
1974,6,23,1004.6,4.5,21.6,24.0,19.6,86.0,74.0,1.3,2.8,西,0.0
1974,6,24,1002.7,0.0,22.6,28.0,17.4,67.0,45.0,2.1,4.7,南東,12.2
1974,6,25,1006.3,0.0,21.8,27.8,16.2,65.0,41.0,1.9,4.5,南南東,10.6
1974,6,26,1011.6,0.0,22.6,27.9,17.1,71.0,49.0,1.7,4.0,南南東,9.5
